idOrganizacionPolitica,idExpediente,idJuradoUbicacion,idSolicitudLista,idTipoEleccion,strCarpeta,strCodExpediente,strDistritoElec,strEstadoLista,strJuradoElectoral,strOrganizacionPolitica,strRegion,strTipoOrganizacion,strUbigeo,idPlanGobierno,idProcesoElectoral,fecha_registro
4,91064,1564,22811,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004653,TUMBES,INSCRITO,TUMBES,ACCION POPULAR,TUMBES,PARTIDOS POLITICOS,230000,0,110,2021-03-14 14:20:15
2731,90666,1519,22582,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004264,LAMBAYEQUE,INSCRITO,CHICLAYO,PODEMOS PERU,LAMBAYEQUE,PARTIDOS POLITICOS,130000,0,110,2021-03-14 14:20:15
21,91113,1564,22846,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004702,TUMBES,INSCRITO,TUMBES,VICTORIA NACIONAL,TUMBES,PARTIDOS POLITICOS,230000,0,110,2021-03-14 14:20:15
2731,90347,1532,22536,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021003955,ICA,INSCRITO,ICA,PODEMOS PERU,ICA,PARTIDOS POLITICOS,100000,0,110,2021-03-14 14:20:15
5,91106,1527,23021,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004695,HUANUCO,IMPROCEDENTE,HUANUCO,RENACIMIENTO UNIDO NACIONAL,HUANUCO,PARTIDOS POLITICOS,090000,0,110,2021-03-14 14:20:15
2840,91037,1561,23119,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004626,TACNA,INSCRITO,TACNA,PARTIDO MORADO,TACNA,PARTIDOS POLITICOS,220000,0,110,2021-03-14 14:20:15
15,91043,1528,22661,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004632,ANCASH,INSCRITO,HUARAZ,PARTIDO POPULAR CRISTIANO - PPC,ANCASH,PARTIDOS POLITICOS,020000,0,110,2021-03-14 14:20:15
1366,90509,1524,22596,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004114,AYACUCHO,INSCRITO,HUAMANGA,FUERZA POPULAR,AYACUCHO,PARTIDOS POLITICOS,050000,0,110,2021-03-14 14:20:15
1264,90868,1512,22736,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004458,CALLAO,INSCRITO,CALLAO,JUNTOS POR EL PERU,CALLAO,PARTIDOS POLITICOS,240000,0,110,2021-03-14 14:20:15
2731,90961,1525,23033,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004551,HUANCAVELICA,INSCRITO,HUANCAVELICA,PODEMOS PERU,HUANCAVELICA,PARTIDOS POLITICOS,080000,0,110,2021-03-14 14:20:15
2840,90902,1532,23036,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004492,ICA,INSCRITO,ICA,PARTIDO MORADO,ICA,PARTIDOS POLITICOS,100000,0,110,2021-03-14 14:20:15
1264,90756,1508,22636,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004351,AREQUIPA,INSCRITO,AREQUIPA 1,JUNTOS POR EL PERU,AREQUIPA,PARTIDOS POLITICOS,040000,0,110,2021-03-14 14:20:15
2840,91024,1526,23050,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004613,JUNIN,INSCRITO,HUANCAYO,PARTIDO MORADO,JUNIN,PARTIDOS POLITICOS,110000,0,110,2021-03-14 14:20:15
1264,90770,1551,22642,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004365,SAN MARTIN,INSCRITO,MOYOBAMBA,JUNTOS POR EL PERU,SAN MARTIN,PARTIDOS POLITICOS,210000,0,110,2021-03-14 14:20:15
2731,91136,1561,23193,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004725,TACNA,INSCRITO,TACNA,PODEMOS PERU,TACNA,PARTIDOS POLITICOS,220000,0,110,2021-03-14 14:20:15
47,90880,1512,22767,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004470,CALLAO,INSCRITO,CALLAO,UNION POR EL PERU,CALLAO,PARTIDOS POLITICOS,240000,0,110,2021-03-14 14:20:15
2173,91168,1556,23216,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004757,PUNO,INSCRITO,PUNO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,PUNO,PARTIDOS POLITICOS,200000,0,110,2021-03-14 14:20:15
47,90789,1531,22874,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004383,LIMA PROVINCIAS,INSCRITO,HUAURA,UNION POR EL PERU,LIMA,PARTIDOS POLITICOS,140000,0,110,2021-03-14 14:20:15
15,91007,1554,22660,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004596,PIURA,INSCRITO,PIURA 1,PARTIDO POPULAR CRISTIANO - PPC,PIURA,PARTIDOS POLITICOS,190000,0,110,2021-03-14 14:20:15
14,90782,1511,22868,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004376,CAJAMARCA,INSCRITO,CAJAMARCA,PARTIDO DEMOCRATICO SOMOS PERU,CAJAMARCA,PARTIDOS POLITICOS,060000,0,110,2021-03-14 14:20:15
15,91098,1524,22748,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004687,AYACUCHO,INSCRITO,HUAMANGA,PARTIDO POPULAR CRISTIANO - PPC,AYACUCHO,PARTIDOS POLITICOS,050000,0,110,2021-03-14 14:20:15
2840,91058,1562,23144,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004647,MADRE DE DIOS,INSCRITO,TAMBOPATA,PARTIDO MORADO,MADRE DE DIOS,PARTIDOS POLITICOS,160000,0,110,2021-03-14 14:20:15
2731,90545,1527,22577,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004149,HUANUCO,EXCLUSION,HUANUCO,PODEMOS PERU,HUANUCO,PARTIDOS POLITICOS,090000,0,110,2021-03-14 14:20:15
2173,90762,1508,22926,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004357,AREQUIPA,INSCRITO,AREQUIPA 1,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,AREQUIPA,PARTIDOS POLITICOS,040000,0,110,2021-03-14 14:20:15
2646,90390,1563,22542,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021003995,LA LIBERTAD,INSCRITO,TRUJILLO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP,LA LIBERTAD,PARTIDOS POLITICOS,120000,0,110,2021-03-14 14:20:15
1257,91042,1526,22914,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004631,JUNIN,INSCRITO,HUANCAYO,ALIANZA PARA EL PROGRESO,JUNIN,PARTIDOS POLITICOS,110000,0,110,2021-03-14 14:20:15
22,90883,1536,22713,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004473,PERUANOS RESIDENTES EN EL EXTRANJERO,INSCRITO,LIMA CENTRO 1,RENOVACION POPULAR,LIMA,PARTIDOS POLITICOS,140101,0,110,2021-03-14 14:20:15
2160,91140,1522,23206,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004729,CUSCO,INSCRITO,CUSCO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CUSCO,PARTIDOS POLITICOS,070000,0,110,2021-03-14 14:20:15
14,90966,1505,23099,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004556,APURIMAC,INSCRITO,ABANCAY,PARTIDO DEMOCRATICO SOMOS PERU,APURIMAC,PARTIDOS POLITICOS,030000,0,110,2021-03-14 14:20:15
2218,91032,1505,22730,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004621,APURIMAC,INSCRITO,ABANCAY,PARTIDO POLITICO NACIONAL PERU LIBRE,APURIMAC,PARTIDOS POLITICOS,030000,0,110,2021-03-14 14:20:15
2160,91049,1526,23151,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004638,JUNIN,INSCRITO,HUANCAYO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JUNIN,PARTIDOS POLITICOS,110000,0,110,2021-03-14 14:20:15
2191,90623,1531,22760,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004221,LIMA PROVINCIAS,INSCRITO,HUAURA,DEMOCRACIA DIRECTA,LIMA,PARTIDOS POLITICOS,140000,0,110,2021-03-14 14:20:15
2218,90932,1553,22944,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004522,PASCO,INSCRITO,PASCO,PARTIDO POLITICO NACIONAL PERU LIBRE,PASCO,PARTIDOS POLITICOS,180000,0,110,2021-03-14 14:20:15
2173,90887,1549,23042,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004477,MOQUEGUA,INSCRITO,MARISCAL NIETO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,MOQUEGUA,PARTIDOS POLITICOS,170000,0,110,2021-03-14 14:20:15
55,90711,1528,22913,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004308,ANCASH,INSCRITO,HUARAZ,PERU PATRIA SEGURA,ANCASH,PARTIDOS POLITICOS,020000,0,110,2021-03-14 14:20:15
2840,91013,1556,23079,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004602,PUNO,INSCRITO,PUNO,PARTIDO MORADO,PUNO,PARTIDOS POLITICOS,200000,0,110,2021-03-14 14:20:15
15,91072,1549,23153,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004661,MOQUEGUA,INSCRITO,MARISCAL NIETO,PARTIDO POPULAR CRISTIANO - PPC,MOQUEGUA,PARTIDOS POLITICOS,170000,0,110,2021-03-14 14:20:15
22,90963,1554,22718,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004553,PIURA,INSCRITO,PIURA 1,RENOVACION POPULAR,PIURA,PARTIDOS POLITICOS,190000,0,110,2021-03-14 14:20:15
2840,90927,1517,23075,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004517,AMAZONAS,INSCRITO,CHACHAPOYAS,PARTIDO MORADO,AMAZONAS,PARTIDOS POLITICOS,010000,0,110,2021-03-14 14:20:15
14,90744,1563,22931,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004341,LA LIBERTAD,INSCRITO,TRUJILLO,PARTIDO DEMOCRATICO SOMOS PERU,LA LIBERTAD,PARTIDOS POLITICOS,120000,0,110,2021-03-14 14:20:15
2646,90528,1531,22512,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004133,LIMA PROVINCIAS,INSCRITO,HUAURA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP,LIMA,PARTIDOS POLITICOS,140000,0,110,2021-03-14 14:20:15
5,91116,1554,23051,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004705,PIURA,INSCRITO,PIURA 1,RENACIMIENTO UNIDO NACIONAL,PIURA,PARTIDOS POLITICOS,190000,0,110,2021-03-14 14:20:15
21,90930,1521,22848,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004520,UCAYALI,INSCRITO,CORONEL PORTILLO,VICTORIA NACIONAL,UCAYALI,PARTIDOS POLITICOS,250000,0,110,2021-03-14 14:20:15
14,90696,1536,22786,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004294,PERUANOS RESIDENTES EN EL EXTRANJERO,INSCRITO,LIMA CENTRO 1,PARTIDO DEMOCRATICO SOMOS PERU,LIMA,PARTIDOS POLITICOS,140101,0,110,2021-03-14 14:20:15
2646,90531,1537,22545,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004136,LIMA,INSCRITO,LIMA CENTRO 2,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP,LIMA,PARTIDOS POLITICOS,140100,0,110,2021-03-14 14:20:15
22,90641,1551,22721,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004239,SAN MARTIN,INSCRITO,MOYOBAMBA,RENOVACION POPULAR,SAN MARTIN,PARTIDOS POLITICOS,210000,0,110,2021-03-14 14:20:15
2840,90926,1521,23083,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004516,UCAYALI,INSCRITO,CORONEL PORTILLO,PARTIDO MORADO,UCAYALI,PARTIDOS POLITICOS,250000,0,110,2021-03-14 14:20:15
2731,91083,1562,23138,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004672,MADRE DE DIOS,INSCRITO,TAMBOPATA,PODEMOS PERU,MADRE DE DIOS,PARTIDOS POLITICOS,160000,0,110,2021-03-14 14:20:15
2731,90969,1512,22680,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004559,CALLAO,INSCRITO,CALLAO,PODEMOS PERU,CALLAO,PARTIDOS POLITICOS,240000,0,110,2021-03-14 14:20:15
2840,90895,1549,23071,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004485,MOQUEGUA,INSCRITO,MARISCAL NIETO,PARTIDO MORADO,MOQUEGUA,PARTIDOS POLITICOS,170000,0,110,2021-03-14 14:20:15
15,91097,1517,22863,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004686,AMAZONAS,INSCRITO,CHACHAPOYAS,PARTIDO POPULAR CRISTIANO - PPC,AMAZONAS,PARTIDOS POLITICOS,010000,0,110,2021-03-14 14:20:15
2218,90941,1526,22508,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004531,JUNIN,INSCRITO,HUANCAYO,PARTIDO POLITICO NACIONAL PERU LIBRE,JUNIN,PARTIDOS POLITICOS,110000,0,110,2021-03-14 14:20:15
2840,91031,1505,23125,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004620,APURIMAC,INSCRITO,ABANCAY,PARTIDO MORADO,APURIMAC,PARTIDOS POLITICOS,030000,0,110,2021-03-14 14:20:15
2646,90661,1527,22557,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004259,HUANUCO,INSCRITO,HUANUCO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP,HUANUCO,PARTIDOS POLITICOS,090000,0,110,2021-03-14 14:20:15
2840,90685,1525,22879,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004283,HUANCAVELICA,INSCRITO,HUANCAVELICA,PARTIDO MORADO,HUANCAVELICA,PARTIDOS POLITICOS,080000,0,110,2021-03-14 14:20:15
179,90824,1549,22893,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004414,MOQUEGUA,INSCRITO,MARISCAL NIETO,PARTIDO NACIONALISTA PERUANO,MOQUEGUA,PARTIDOS POLITICOS,170000,0,110,2021-03-14 14:20:15
2191,90906,1554,23035,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004496,PIURA,INSCRITO,PIURA 1,DEMOCRACIA DIRECTA,PIURA,PARTIDOS POLITICOS,190000,0,110,2021-03-14 14:20:15
2191,90813,1527,22957,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004404,HUANUCO,INSCRITO,HUANUCO,DEMOCRACIA DIRECTA,HUANUCO,PARTIDOS POLITICOS,090000,0,110,2021-03-14 14:20:15
5,91118,1550,23041,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004707,LORETO,INSCRITO,MAYNAS,RENACIMIENTO UNIDO NACIONAL,LORETO,PARTIDOS POLITICOS,150000,0,110,2021-03-14 14:20:15
22,90972,1556,22720,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004562,PUNO,INSCRITO,PUNO,RENOVACION POPULAR,PUNO,PARTIDOS POLITICOS,200000,0,110,2021-03-14 14:20:15
2731,91035,1528,22629,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004624,ANCASH,INSCRITO,HUARAZ,PODEMOS PERU,ANCASH,PARTIDOS POLITICOS,020000,0,110,2021-03-14 14:20:15
4,90626,1549,22589,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004224,MOQUEGUA,INSCRITO,MARISCAL NIETO,ACCION POPULAR,MOQUEGUA,PARTIDOS POLITICOS,170000,0,110,2021-03-14 14:20:15
2218,90672,1522,22732,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004270,CUSCO,INSCRITO,CUSCO,PARTIDO POLITICO NACIONAL PERU LIBRE,CUSCO,PARTIDOS POLITICOS,070000,0,110,2021-03-14 14:20:15
14,90846,1526,23000,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004436,JUNIN,INSCRITO,HUANCAYO,PARTIDO DEMOCRATICO SOMOS PERU,JUNIN,PARTIDOS POLITICOS,110000,0,110,2021-03-14 14:20:15
2160,91129,1536,23201,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004718,PERUANOS RESIDENTES EN EL EXTRANJERO,INSCRITO,LIMA CENTRO 1,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",LIMA,PARTIDOS POLITICOS,140101,0,110,2021-03-14 14:20:15
47,90785,1550,22687,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004379,LORETO,INSCRITO,MAYNAS,UNION POR EL PERU,LORETO,PARTIDOS POLITICOS,150000,0,110,2021-03-14 14:20:15
2191,90962,1553,23096,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004552,PASCO,INSCRITO,PASCO,DEMOCRACIA DIRECTA,PASCO,PARTIDOS POLITICOS,180000,0,110,2021-03-14 14:20:15
179,90942,1563,22888,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004532,LA LIBERTAD,INSCRITO,TRUJILLO,PARTIDO NACIONALISTA PERUANO,LA LIBERTAD,PARTIDOS POLITICOS,120000,0,110,2021-03-14 14:20:15
2646,90416,1526,22543,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004021,JUNIN,INSCRITO,HUANCAYO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP,JUNIN,PARTIDOS POLITICOS,110000,0,110,2021-03-14 14:20:15
1257,91027,1549,22806,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004616,MOQUEGUA,INSCRITO,MARISCAL NIETO,ALIANZA PARA EL PROGRESO,MOQUEGUA,PARTIDOS POLITICOS,170000,0,110,2021-03-14 14:20:15
2218,90634,1511,22727,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004232,CAJAMARCA,INSCRITO,CAJAMARCA,PARTIDO POLITICO NACIONAL PERU LIBRE,CAJAMARCA,PARTIDOS POLITICOS,060000,0,110,2021-03-14 14:20:15
2731,90466,1524,22571,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004071,AYACUCHO,INSCRITO,HUAMANGA,PODEMOS PERU,AYACUCHO,PARTIDOS POLITICOS,050000,0,110,2021-03-14 14:20:15
47,91166,1517,23106,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004755,AMAZONAS,INSCRITO,CHACHAPOYAS,UNION POR EL PERU,AMAZONAS,PARTIDOS POLITICOS,010000,0,110,2021-03-14 14:20:15
4,90864,1511,22749,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004454,CAJAMARCA,INSCRITO,CAJAMARCA,ACCION POPULAR,CAJAMARCA,PARTIDOS POLITICOS,060000,0,110,2021-03-14 14:20:15
1257,91018,1527,22787,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004607,HUANUCO,INSCRITO,HUANUCO,ALIANZA PARA EL PROGRESO,HUANUCO,PARTIDOS POLITICOS,090000,0,110,2021-03-14 14:20:15
179,91010,1531,22890,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004599,LIMA PROVINCIAS,INSCRITO,HUAURA,PARTIDO NACIONALISTA PERUANO,LIMA,PARTIDOS POLITICOS,140000,0,110,2021-03-14 14:20:15
2218,90843,1525,22966,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004433,HUANCAVELICA,INSCRITO,HUANCAVELICA,PARTIDO POLITICO NACIONAL PERU LIBRE,HUANCAVELICA,PARTIDOS POLITICOS,080000,0,110,2021-03-14 14:20:15
55,90946,1554,23078,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004536,PIURA,IMPROCEDENTE,PIURA 1,PERU PATRIA SEGURA,PIURA,PARTIDOS POLITICOS,190000,0,110,2021-03-14 14:20:15
2731,90952,1553,23062,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004542,PASCO,INSCRITO,PASCO,PODEMOS PERU,PASCO,PARTIDOS POLITICOS,180000,0,110,2021-03-14 14:20:15
1264,90729,1517,22681,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004326,AMAZONAS,INSCRITO,CHACHAPOYAS,JUNTOS POR EL PERU,AMAZONAS,PARTIDOS POLITICOS,010000,0,110,2021-03-14 14:20:15
5,91101,1556,23052,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004690,PUNO,INSCRITO,PUNO,RENACIMIENTO UNIDO NACIONAL,PUNO,PARTIDOS POLITICOS,200000,0,110,2021-03-14 14:20:15
2191,90642,1537,22738,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004240,LIMA,INSCRITO,LIMA CENTRO 2,DEMOCRACIA DIRECTA,LIMA,PARTIDOS POLITICOS,140100,0,110,2021-03-14 14:20:15
179,90959,1527,22887,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004549,HUANUCO,INSCRITO,HUANUCO,PARTIDO NACIONALISTA PERUANO,HUANUCO,PARTIDOS POLITICOS,090000,0,110,2021-03-14 14:20:15
47,90834,1522,22804,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004424,CUSCO,INSCRITO,CUSCO,UNION POR EL PERU,CUSCO,PARTIDOS POLITICOS,070000,0,110,2021-03-14 14:20:15
2191,90686,1563,22801,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004284,LA LIBERTAD,INSCRITO,TRUJILLO,DEMOCRACIA DIRECTA,LA LIBERTAD,PARTIDOS POLITICOS,120000,0,110,2021-03-14 14:20:15
22,90722,1526,22707,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004319,JUNIN,INSCRITO,HUANCAYO,RENOVACION POPULAR,JUNIN,PARTIDOS POLITICOS,110000,0,110,2021-03-14 14:20:15
2173,91119,1511,23178,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004708,CAJAMARCA,INSCRITO,CAJAMARCA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,CAJAMARCA,PARTIDOS POLITICOS,060000,0,110,2021-03-14 14:20:15
55,90773,1561,22942,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004368,TACNA,INSCRITO,TACNA,PERU PATRIA SEGURA,TACNA,PARTIDOS POLITICOS,220000,0,110,2021-03-14 14:20:15
4,90699,1550,22807,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004297,LORETO,INSCRITO,MAYNAS,ACCION POPULAR,LORETO,PARTIDOS POLITICOS,150000,0,110,2021-03-14 14:20:15
15,90896,1561,22861,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004486,TACNA,INSCRITO,TACNA,PARTIDO POPULAR CRISTIANO - PPC,TACNA,PARTIDOS POLITICOS,220000,0,110,2021-03-14 14:20:15
2731,90875,1549,22653,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004465,MOQUEGUA,INSCRITO,MARISCAL NIETO,PODEMOS PERU,MOQUEGUA,PARTIDOS POLITICOS,170000,0,110,2021-03-14 14:20:15
22,90749,1561,22722,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004344,TACNA,INSCRITO,TACNA,RENOVACION POPULAR,TACNA,PARTIDOS POLITICOS,220000,0,110,2021-03-14 14:20:15
179,90822,1561,22755,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004412,TACNA,INSCRITO,TACNA,PARTIDO NACIONALISTA PERUANO,TACNA,PARTIDOS POLITICOS,220000,0,110,2021-03-14 14:20:15
21,91056,1512,23157,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004645,CALLAO,INSCRITO,CALLAO,VICTORIA NACIONAL,CALLAO,PARTIDOS POLITICOS,240000,0,110,2021-03-14 14:20:15
2218,90876,1512,22905,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004466,CALLAO,INSCRITO,CALLAO,PARTIDO POLITICO NACIONAL PERU LIBRE,CALLAO,PARTIDOS POLITICOS,240000,0,110,2021-03-14 14:20:15
1366,90503,1528,22593,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004108,ANCASH,INSCRITO,HUARAZ,FUERZA POPULAR,ANCASH,PARTIDOS POLITICOS,020000,0,110,2021-03-14 14:20:15
1366,90565,1556,22615,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004169,PUNO,INSCRITO,PUNO,FUERZA POPULAR,PUNO,PARTIDOS POLITICOS,200000,0,110,2021-03-14 14:20:15
1366,90516,1512,22598,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004121,CALLAO,INSCRITO,CALLAO,FUERZA POPULAR,CALLAO,PARTIDOS POLITICOS,240000,0,110,2021-03-14 14:20:15
4,90713,1512,22686,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004310,CALLAO,INSCRITO,CALLAO,ACCION POPULAR,CALLAO,PARTIDOS POLITICOS,240000,0,110,2021-03-14 14:20:15
1257,90956,1524,22851,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004546,AYACUCHO,INSCRITO,HUAMANGA,ALIANZA PARA EL PROGRESO,AYACUCHO,PARTIDOS POLITICOS,050000,0,110,2021-03-14 14:20:15
1257,91052,1551,22816,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004641,SAN MARTIN,INSCRITO,MOYOBAMBA,ALIANZA PARA EL PROGRESO,SAN MARTIN,PARTIDOS POLITICOS,210000,0,110,2021-03-14 14:20:15
4,90517,1563,22631,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004122,LA LIBERTAD,INSCRITO,TRUJILLO,ACCION POPULAR,LA LIBERTAD,PARTIDOS POLITICOS,120000,0,110,2021-03-14 14:20:15
