decOtroIngresoPrivado,decOtroIngresoPublico,decRemuBrutaPrivado,decRemuBrutaPublico,decRentaIndividualPrivado,decRentaIndividualPublico,idEstado,idHVIngresos,idHojaVida,strAnioIngresos,strTengoIngresos,strUsuario,fecha_registro
0,0,11160,0,0,0,1,132468,133872,2019,1,,2021-03-14 14:20:15
0,0,0,0,14400,0,1,132708,134149,2019,1,,2021-03-14 14:20:15
0,0,0,130292,0,0,1,132546,133953,2019,1,,2021-03-14 14:20:15
0,0,51000,0,0,0,1,132553,133965,2019,1,,2021-03-14 14:20:15
0,0,60000,0,0,0,1,132567,133992,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,132542,133956,,2,,2021-03-14 14:20:15
0,0,70000,82800,24000,0,1,132846,134344,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,132465,133868,,2,,2021-03-14 14:20:15
0,0,96000,0,0,0,1,132476,133877,2019,1,,2021-03-14 14:20:15
0,0,3300,0,0,0,1,132471,133864,2019,1,,2021-03-14 14:20:15
0,0,0,0,60000,0,1,132450,133851,2019,1,,2021-03-14 14:20:15
0,0,738,0,58507,0,1,132545,133959,2019,1,,2021-03-14 14:20:15
0,0,0,0,10000,0,1,135144,136787,2019,1,,2021-03-14 14:20:15
0,0,11160,0,0,0,1,132464,133867,2019,1,,2021-03-14 14:20:15
0,0,316835,0,0,0,1,132507,133908,2019,1,,2021-03-14 14:20:15
0,0,0,233531.58,0,0,1,132675,133897,2019,1,,2021-03-14 14:20:15
0,0,0,60556,0,18000,1,132449,133847,2019,1,,2021-03-14 14:20:15
0,0,0,10000,9837,0,1,132479,133873,2019,1,,2021-03-14 14:20:15
0,0,0,65366,6359,0,1,132491,133890,2019,1,,2021-03-14 14:20:15
55000,0,0,0,0,0,1,132431,133821,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,134280,135921,,2,,2021-03-14 14:20:15
0,0,16800,0,0,0,1,134551,136194,2019,1,,2021-03-14 14:20:15
0,0,0,48552,0,0,1,134310,135950,2019,1,,2021-03-14 14:20:15
0,0,0,36600,0,30000,1,134581,136215,2019,1,,2021-03-14 14:20:15
0,0,0,24780,0,0,1,134694,136338,2019,1,,2021-03-14 14:20:15
0,0,24000,0,0,0,1,132819,134276,2019,1,,2021-03-14 14:20:15
92000,0,32500,0,0,0,1,132600,134032,2019,1,,2021-03-14 14:20:15
18000,0,0,43245.12,11200,0,1,132554,133966,2019,1,,2021-03-14 14:20:15
2296,0,11160,0,0,0,1,132815,134268,2019,1,,2021-03-14 14:20:15
0,0,39900,0,0,0,1,132560,133977,2019,1,,2021-03-14 14:20:15
0,0,17790.54,0,11461,0,1,134464,136093,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,134469,136105,,2,,2021-03-14 14:20:15
0,0,0,0,0,0,1,135060,136112,,2,,2021-03-14 14:20:15
0,0,0,51348,0,0,1,135078,136732,2019,1,,2021-03-14 14:20:15
0,0,10230,0,0,42000,1,133783,135333,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,41950,1,135613,135417,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,46315,1,134026,135421,2019,1,,2021-03-14 14:20:15
0,0,64056,0,0,1680,1,134005,135424,2019,1,,2021-03-14 14:20:15
0,0,13271,0,0,114151,1,133989,135425,2019,1,,2021-03-14 14:20:15
0,0,0,53147,0,0,1,133959,135426,2019,1,,2021-03-14 14:20:15
0,0,14741,0,0,55062,1,135607,135427,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,39780,1,132902,134402,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,133405,134973,,2,,2021-03-14 14:20:15
0,0,14400,12000,0,0,1,132910,134411,2019,1,,2021-03-14 14:20:15
0,0,0,38400,0,0,1,132908,134407,2019,1,,2021-03-14 14:20:15
0,0,14300,164003,0,0,1,132462,133855,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,132766,134209,,2,,2021-03-14 14:20:15
0,0,0,0,30000,0,1,132818,134245,2019,1,,2021-03-14 14:20:15
0,0,11160,0,0,0,1,132514,133902,2019,1,,2021-03-14 14:20:15
0,0,44800,0,0,0,1,136207,134294,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,133332,134298,2019,1,,2021-03-14 14:20:15
0,0,0,41739,0,0,1,132960,134454,2019,1,,2021-03-14 14:20:15
0,0,0,0,38400,0,1,132857,134357,2019,1,,2021-03-14 14:20:15
0,0,21600,0,0,0,1,132867,134371,2019,1,,2021-03-14 14:20:15
0,0,24000,0,0,0,1,132893,134392,2019,1,,2021-03-14 14:20:15
0,0,0,83562.12,0,0,1,132672,134101,2019,1,,2021-03-14 14:20:15
0,0,0,171600,65145.47,0,1,132480,133844,2019,1,,2021-03-14 14:20:15
0,0,0,108000,0,0,1,133335,134075,1999,1,,2021-03-14 14:20:15
0,0,0,96000,0,0,1,132566,133993,2019,1,,2021-03-14 14:20:15
0,0,0,100000,0,12000,1,132673,134103,2019,1,,2021-03-14 14:20:15
0,0,0,8040,0,0,1,136141,137756,2019,1,,2021-03-14 14:20:15
36000,0,0,65318.76,0,0,1,132606,134025,2019,1,,2021-03-14 14:20:15
0,0,24000,0,0,0,1,133010,133921,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,12500,1,132610,134038,2019,1,,2021-03-14 14:20:15
0,0,0,20000,0,0,1,132500,133903,2019,1,,2021-03-14 14:20:15
0,0,19200,0,0,0,1,134725,133911,2019,1,,2021-03-14 14:20:15
0,0,38286,0,30653,0,1,132616,134040,2019,1,,2021-03-14 14:20:15
0,0,0,0,80000,0,1,133308,134065,2019,1,,2021-03-14 14:20:15
0,0,0,0,29000,0,1,134746,134059,2019,1,,2021-03-14 14:20:15
0,50400,0,104352,15000,0,1,132751,134111,2019,1,,2021-03-14 14:20:15
0,0,0,33000,0,0,1,132885,133916,2019,1,,2021-03-14 14:20:15
0,0,0,27600,0,0,1,132956,134109,2019,1,,2021-03-14 14:20:15
201000,0,0,180000,0,0,1,132668,134097,2019,1,,2021-03-14 14:20:15
0,0,0,0,65000,0,1,133499,134349,2019,1,,2021-03-14 14:20:15
33450,0,0,0,44000,0,1,132499,133900,2019,1,,2021-03-14 14:20:15
0,0,0,0,14400,0,1,132505,133909,2019,1,,2021-03-14 14:20:15
33600,47361,0,0,0,40000,1,134713,133926,2019,1,,2021-03-14 14:20:15
0,0,0,85000,0,0,1,132664,134089,2019,1,,2021-03-14 14:20:15
0,0,0,95578.28,0,0,1,132513,133914,2019,1,,2021-03-14 14:20:15
0,0,0,0,22000,0,1,132508,133913,2019,1,,2021-03-14 14:20:15
60000,0,0,0,0,0,1,132671,134100,2019,1,,2021-03-14 14:20:15
0,0,0,19200,0,0,1,132502,133907,2019,1,,2021-03-14 14:20:15
0,0,0,41400,0,0,1,132677,134107,2019,1,,2021-03-14 14:20:15
0,0,0,0,24000,0,1,133466,134091,2019,1,,2021-03-14 14:20:15
0,0,0,0,20400,0,1,133113,134095,2019,1,,2021-03-14 14:20:15
0,0,114000,0,0,0,1,132848,134345,2019,1,,2021-03-14 14:20:15
0,0,0,48000,0,0,1,133329,134201,2019,1,,2021-03-14 14:20:15
0,0,35580,37144,0,0,1,132571,133989,2019,1,,2021-03-14 14:20:15
0,0,0,0,15000,24000,1,132561,133981,2019,1,,2021-03-14 14:20:15
0,0,23642.81,0,0,0,1,132588,134003,2019,1,,2021-03-14 14:20:15
350340,0,25365.6,54218,0,0,1,133007,133960,2019,1,,2021-03-14 14:20:15
0,0,0,0,2400,0,1,133194,134698,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,132859,134361,,2,,2021-03-14 14:20:15
0,0,0,0,12000,0,1,132864,134368,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,132884,134374,,2,,2021-03-14 14:20:15
0,0,14400,0,0,0,1,132892,134366,2019,1,,2021-03-14 14:20:15
0,0,12000,0,0,0,1,132898,134395,2019,1,,2021-03-14 14:20:15
147403,0,0,26741.16,185323,0,1,133956,135529,2019,1,,2021-03-14 14:20:15
28000,0,12000,0,0,0,1,134397,136033,2019,1,,2021-03-14 14:20:15
0,0,0,0,20400,0,1,134430,136067,2019,1,,2021-03-14 14:20:15
0,0,0,0,42000,0,1,134090,135723,2019,1,,2021-03-14 14:20:15
0,0,0,30000,500,0,1,133295,134820,2019,1,,2021-03-14 14:20:15
0,0,0,0,15000,95467,1,135368,136981,2019,1,,2021-03-14 14:20:15
9600,0,0,36360,1200,0,1,133320,134837,2019,1,,2021-03-14 14:20:15
0,0,0,0,6900,0,1,133324,134850,2019,1,,2021-03-14 14:20:15
0,0,0,24000,0,0,1,133649,135245,2019,1,,2021-03-14 14:20:15
0,0,0,0,24000,0,1,133620,135210,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,133609,135207,,2,,2021-03-14 14:20:15
28800,0,0,0,0,0,1,133630,135231,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,133691,135304,,2,,2021-03-14 14:20:15
0,0,0,0,0,0,1,132924,134425,,2,,2021-03-14 14:20:15
0,0,0,0,0,0,1,135369,136995,,2,,2021-03-14 14:20:15
54000,0,0,21204,0,0,1,134644,136288,2019,1,,2021-03-14 14:20:15
0,0,0,0,1600,0,1,134655,136295,2019,1,,2021-03-14 14:20:15
24000,0,0,0,0,6000,1,133758,135343,2019,1,,2021-03-14 14:20:15
0,0,12947.5,0,6369.08,0,1,133793,135382,2019,1,,2021-03-14 14:20:15
0,0,21417.99,0,0,0,1,133829,135413,2019,1,,2021-03-14 14:20:15
10200,0,0,0,0,0,1,133861,135467,2019,1,,2021-03-14 14:20:15
23000,0,0,0,0,0,1,134264,135905,2019,1,,2021-03-14 14:20:15
7500,0,0,0,0,0,1,133903,135537,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,133660,135272,,2,,2021-03-14 14:20:15
0,0,10000,0,3600,0,1,133655,135262,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,133717,135327,,2,,2021-03-14 14:20:15
24000,0,0,24000,0,0,1,133352,134375,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,133166,134639,,2,,2021-03-14 14:20:15
0,0,0,0,0,0,1,133447,134991,,2,,2021-03-14 14:20:15
0,101640,0,0,3394.45,0,1,133814,134740,2019,1,,2021-03-14 14:20:15
0,0,0,102876,0,1400,1,134103,135743,2019,1,,2021-03-14 14:20:15
0,0,0,115461,0,0,1,133661,134946,2019,1,,2021-03-14 14:20:15
0,0,130000,0,0,0,1,132783,134230,2019,1,,2021-03-14 14:20:15
0,0,0,0,9948,0,1,135968,137574,2019,1,,2021-03-14 14:20:15
11844,16800,0,114000,18000,0,1,132438,133776,2019,1,,2021-03-14 14:20:15
0,0,0,0,69609,0,1,132469,133858,2019,1,,2021-03-14 14:20:15
0,0,9942,0,101480,0,1,132417,133802,2019,1,,2021-03-14 14:20:15
0,71200,0,0,0,14500,1,132878,133799,2019,1,,2021-03-14 14:20:15
221880,0,0,0,76833,0,1,132765,133812,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,143550,1,132872,134367,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,134128,135772,,2,,2021-03-14 14:20:15
0,0,0,108000,15792.36,0,1,132440,133832,2019,1,,2021-03-14 14:20:15
0,0,0,99600,0,0,1,132452,133850,2019,1,,2021-03-14 14:20:15
85538,0,14506,0,0,0,1,132441,133831,2019,1,,2021-03-14 14:20:15
0,0,0,0,30000,0,1,132738,133826,2019,1,,2021-03-14 14:20:15
0,0,0,0,18500,0,1,132935,133862,2019,1,,2021-03-14 14:20:15
9600,0,0,0,6400,20000,1,132734,134177,2019,1,,2021-03-14 14:20:15
0,0,0,65892,9968,0,1,133185,133863,2019,1,,2021-03-14 14:20:15
0,0,6510,0,0,92800,1,136175,137767,2019,1,,2021-03-14 14:20:15
26400,0,0,0,0,0,1,132725,134163,2019,1,,2021-03-14 14:20:15
22200,0,0,95081.16,35978,0,1,132419,133811,2019,1,,2021-03-14 14:20:15
0,0,170160,0,1500,0,1,134343,135989,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,132791,134242,,2,,2021-03-14 14:20:15
0,0,91000,23113,4640,0,1,132426,133820,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,132433,133828,,2,,2021-03-14 14:20:15
0,0,0,0,0,0,1,132461,133856,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,132445,133846,,2,,2021-03-14 14:20:15
36000,0,13314,0,0,46800,1,132475,133876,2019,1,,2021-03-14 14:20:15
0,0,0,0,1885.5,23283.5,1,132439,133838,2019,1,,2021-03-14 14:20:15
0,0,0,45566,0,0,1,133544,135112,2019,1,,2021-03-14 14:20:15
0,0,0,45650.62,0,1905.2,1,132792,134240,2019,1,,2021-03-14 14:20:15
0,0,11160,0,0,0,1,134543,136186,2019,1,,2021-03-14 14:20:15
0,0,96000,0,0,0,1,132900,134398,2019,1,,2021-03-14 14:20:15
0,0,0,114000,0,0,1,135688,134446,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,133534,135108,,2,,2021-03-14 14:20:15
0,0,0,0,0,114000,1,133112,134609,2019,1,,2021-03-14 14:20:15
0,0,0,0,20000,0,1,133967,135603,2019,1,,2021-03-14 14:20:15
0,0,0,60000,0,0,1,135757,137180,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,135779,137183,2019,1,,2021-03-14 14:20:15
0,0,0,0,24000,0,1,133305,134769,2019,1,,2021-03-14 14:20:15
0,0,94056,0,13480,0,1,133681,135283,2019,1,,2021-03-14 14:20:15
0,0,0,0,11335,0,1,133505,135082,2019,1,,2021-03-14 14:20:15
0,0,0,49140,1000,0,1,133561,135128,2019,1,,2021-03-14 14:20:15
0,0,174809,0,0,0,1,136292,137768,2019,1,,2021-03-14 14:20:15
0,0,13188,0,15050,0,1,135548,137173,2019,1,,2021-03-14 14:20:15
53304,0,11160,68000,0,0,1,133299,134824,2019,1,,2021-03-14 14:20:15
0,0,0,0,34526,8632,1,132711,134148,2019,1,,2021-03-14 14:20:15
0,0,0,28800,36000,0,1,133658,135248,2019,1,,2021-03-14 14:20:15
0,0,0,26000,8000,0,1,133373,134813,2019,1,,2021-03-14 14:20:15
0,0,104524.2,0,0,0,1,135259,136552,2019,1,,2021-03-14 14:20:15
0,0,0,42847.78,276109.88,0,1,135262,136553,2019,1,,2021-03-14 14:20:15
47520,0,0,0,0,0,1,135258,136554,2019,1,,2021-03-14 14:20:15
0,0,23600,0,0,0,1,135264,136555,2019,1,,2021-03-14 14:20:15
0,0,0,0,12000,0,1,135981,137565,2019,1,,2021-03-14 14:20:15
0,0,24000,0,0,0,1,136004,137604,2019,1,,2021-03-14 14:20:15
0,0,10346,0,0,0,1,136010,137612,2019,1,,2021-03-14 14:20:15
0,0,0,30000,0,0,1,136013,137616,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,45000,1,136017,137622,2019,1,,2021-03-14 14:20:15
0,0,7200,0,0,0,1,136027,137632,2019,1,,2021-03-14 14:20:15
0,0,0,8400,0,0,1,133495,135069,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,133492,135059,,2,,2021-03-14 14:20:15
0,0,0,0,0,0,1,134262,135054,,2,,2021-03-14 14:20:15
8480,0,13020,0,0,0,1,135070,136654,2019,1,,2021-03-14 14:20:15
0,0,0,0,19500,0,1,132995,134489,2019,1,,2021-03-14 14:20:15
0,0,0,0,9000,0,1,134225,135865,2019,1,,2021-03-14 14:20:15
0,0,0,0,60000,0,1,135840,135596,2019,1,,2021-03-14 14:20:15
0,0,0,12500,0,0,1,135190,136790,2019,1,,2021-03-14 14:20:15
54000,0,0,132240,0,0,1,133723,135146,2019,1,,2021-03-14 14:20:15
0,8400,0,0,30000,0,1,133755,135340,2019,1,,2021-03-14 14:20:15
0,0,0,0,10200,0,1,135858,137485,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,57100,1,133740,134714,2019,1,,2021-03-14 14:20:15
0,14467,0,0,0,297493,1,133383,134944,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,136237,137835,,2,,2021-03-14 14:20:15
0,0,0,0,20000,0,1,135829,137464,2019,1,,2021-03-14 14:20:15
10000,0,0,0,11160,0,1,134602,136235,2019,1,,2021-03-14 14:20:15
0,0,0,91446.37,0,0,1,134312,134893,2019,1,,2021-03-14 14:20:15
0,0,0,59174,5710,0,1,134511,134895,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,134975,136645,,2,,2021-03-14 14:20:15
0,0,0,47400,0,0,1,134997,136639,2019,1,,2021-03-14 14:20:15
0,0,25200,34800,0,0,1,135029,136685,2019,1,,2021-03-14 14:20:15
0,0,0,0,15000,0,1,135036,136694,2019,1,,2021-03-14 14:20:15
0,0,0,24000,0,0,1,135088,136733,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,135107,136750,,2,,2021-03-14 14:20:15
0,0,0,60306,0,0,1,134366,134615,2019,1,,2021-03-14 14:20:15
12000,0,0,0,0,0,1,134393,136027,2019,1,,2021-03-14 14:20:15
12000,0,0,0,0,0,1,134388,136034,2019,1,,2021-03-14 14:20:15
0,0,0,24802.98,0,0,1,134402,136046,2019,1,,2021-03-14 14:20:15
24000,0,0,0,0,0,1,134428,136051,2019,1,,2021-03-14 14:20:15
1440,0,0,0,0,0,1,134413,136054,2019,1,,2021-03-14 14:20:15
21600,0,78190,25020,0,0,1,134344,135983,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,135743,137375,,2,,2021-03-14 14:20:15
0,0,0,12504,0,0,1,134795,136426,2019,1,,2021-03-14 14:20:15
0,0,16000,6000,0,7500,1,135332,134663,2019,1,,2021-03-14 14:20:15
0,0,0,30000,0,0,1,134443,134664,2019,1,,2021-03-14 14:20:15
0,0,0,29854.08,0,0,1,133774,134668,2019,1,,2021-03-14 14:20:15
230823,0,0,36816,0,0,1,135417,134670,2019,1,,2021-03-14 14:20:15
0,132000,0,12200,0,0,1,135176,134665,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,46080,1,134433,136040,2019,1,,2021-03-14 14:20:15
8000,0,0,0,0,0,1,134431,136072,2019,1,,2021-03-14 14:20:15
0,0,0,16012.24,0,0,1,134633,136263,2019,1,,2021-03-14 14:20:15
14400,0,0,0,0,0,1,134670,136300,2019,1,,2021-03-14 14:20:15
0,0,42061.12,0,0,0,1,134700,136350,2019,1,,2021-03-14 14:20:15
0,0,0,27723.3,0,0,1,134704,136344,2019,1,,2021-03-14 14:20:15
12100,0,0,0,0,1100,1,133772,135376,2019,1,,2021-03-14 14:20:15
12000,0,0,0,0,0,1,133779,135390,2019,1,,2021-03-14 14:20:15
12000,0,0,0,0,0,1,133784,135404,2019,1,,2021-03-14 14:20:15
6000,0,0,0,0,6400,1,133809,135416,2019,1,,2021-03-14 14:20:15
0,0,0,24000,12000,0,1,135995,137572,2019,1,,2021-03-14 14:20:15
0,0,0,55896,0,14150,1,135879,137492,2019,1,,2021-03-14 14:20:15
0,0,0,0,18000,0,1,136138,137610,2019,1,,2021-03-14 14:20:15
0,0,0,10500,0,0,1,136151,137615,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,134549,135841,,2,,2021-03-14 14:20:15
0,0,0,167264,5000,10000,1,133280,134804,2019,1,,2021-03-14 14:20:15
0,0,0,84000,0,0,1,133940,134819,2019,1,,2021-03-14 14:20:15
205671,0,13187,0,0,0,1,133957,135588,2019,1,,2021-03-14 14:20:15
0,0,5580,0,24800,0,1,133965,135601,2019,1,,2021-03-14 14:20:15
0,0,5659,8094,26460,0,1,133969,135608,2019,1,,2021-03-14 14:20:15
0,0,130391,0,0,0,1,133972,135611,2019,1,,2021-03-14 14:20:15
0,0,0,55738.74,54470,0,1,134180,134500,2019,1,,2021-03-14 14:20:15
0,0,0,83460.6,0,0,1,133024,134514,2019,1,,2021-03-14 14:20:15
0,0,38200,0,0,0,1,135788,134523,2019,1,,2021-03-14 14:20:15
0,0,15000,0,0,0,1,135908,135578,2019,1,,2021-03-14 14:20:15
0,0,0,22400,0,0,1,133892,135495,2019,1,,2021-03-14 14:20:15
0,0,0,0,18000,0,1,135957,137560,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,136160,137775,,2,,2021-03-14 14:20:15
157600,0,0,0,0,152097,1,132607,134027,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,132748,134193,,2,,2021-03-14 14:20:15
0,0,12350,0,0,0,1,132728,134173,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,134273,135760,,2,,2021-03-14 14:20:15
13381.5,0,0,0,0,0,1,135465,137071,2019,1,,2021-03-14 14:20:15
0,0,0,12648.39,0,0,1,135492,137109,2019,1,,2021-03-14 14:20:15
38400,0,0,27600,0,0,1,135512,137128,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,30000,1,135546,137166,2019,1,,2021-03-14 14:20:15
0,0,0,0,63367,0,1,136124,137159,2019,1,,2021-03-14 14:20:15
0,0,0,0,60000,0,1,136120,137730,2019,1,,2021-03-14 14:20:15
0,0,24000,0,0,0,1,133173,134683,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,133597,135178,,2,,2021-03-14 14:20:15
0,0,12000,0,4000,0,1,133215,134684,2019,1,,2021-03-14 14:20:15
0,0,10200,0,0,0,1,133438,135016,2019,1,,2021-03-14 14:20:15
72000,0,0,0,24000,0,1,132799,134248,2019,1,,2021-03-14 14:20:15
0,0,0,0,12000,0,1,133604,135189,2019,1,,2021-03-14 14:20:15
0,0,22200,0,0,0,1,132796,134009,2019,1,,2021-03-14 14:20:15
116000,0,0,0,0,0,1,133325,134277,2019,1,,2021-03-14 14:20:15
0,7000,0,0,0,0,1,133354,134914,2019,1,,2021-03-14 14:20:15
0,0,0,25200,45000,0,1,136052,137314,2019,1,,2021-03-14 14:20:15
0,0,42000,0,0,0,1,135797,137426,2019,1,,2021-03-14 14:20:15
0,0,0,0,18000,0,1,135273,136901,2019,1,,2021-03-14 14:20:15
0,0,0,0,18000,0,1,134822,136461,2019,1,,2021-03-14 14:20:15
0,0,0,0,12000,0,1,133822,135447,2019,1,,2021-03-14 14:20:15
0,0,0,0,113418,0,1,134085,135720,2019,1,,2021-03-14 14:20:15
0,0,0,0,24000,0,1,134083,135713,2019,1,,2021-03-14 14:20:15
0,0,0,0,21600,0,1,134226,135839,2019,1,,2021-03-14 14:20:15
0,0,0,0,6000,0,1,134606,136238,2019,1,,2021-03-14 14:20:15
0,0,0,26400,0,0,1,134234,135883,2019,1,,2021-03-14 14:20:15
0,0,0,59807,27500,56000,1,134242,135888,2019,1,,2021-03-14 14:20:15
0,0,25000,0,10500,0,1,134022,135643,2019,1,,2021-03-14 14:20:15
0,0,0,0,14400,0,1,135172,136811,2019,1,,2021-03-14 14:20:15
0,0,11160,0,0,0,1,134078,135711,2019,1,,2021-03-14 14:20:15
0,0,0,0,18000,0,1,134075,135709,2019,1,,2021-03-14 14:20:15
17200,0,0,0,0,0,1,134073,135700,2019,1,,2021-03-14 14:20:15
0,0,0,0,11520,0,1,133847,135483,2019,1,,2021-03-14 14:20:15
0,0,0,0,30000,0,1,134048,135670,2019,1,,2021-03-14 14:20:15
0,0,15000,0,0,0,1,134063,135688,2019,1,,2021-03-14 14:20:15
0,0,10210,12725,1850,0,1,134882,136475,2019,1,,2021-03-14 14:20:15
0,0,0,0,34100,0,1,133934,135509,2019,1,,2021-03-14 14:20:15
0,0,0,29042.64,3000,0,1,133897,135521,2019,1,,2021-03-14 14:20:15
0,0,0,24800,7800,0,1,134753,136393,2019,1,,2021-03-14 14:20:15
0,0,0,0,18837,0,1,134467,135592,2019,1,,2021-03-14 14:20:15
0,0,0,0,18000,0,1,134973,136640,2019,1,,2021-03-14 14:20:15
0,0,0,0,12000,0,1,134034,135667,2019,1,,2021-03-14 14:20:15
0,0,0,0,21000,0,1,134505,136143,2019,1,,2021-03-14 14:20:15
0,0,0,0,11000,0,1,135237,136873,2019,1,,2021-03-14 14:20:15
0,0,0,8640,10800,0,1,134699,136341,2019,1,,2021-03-14 14:20:15
0,0,0,0,24000,0,1,134045,135677,2019,1,,2021-03-14 14:20:15
0,0,121530,0,0,0,1,135156,136797,2019,1,,2021-03-14 14:20:15
0,0,59013.99,0,0,0,1,135578,137201,2019,1,,2021-03-14 14:20:15
0,0,11500,22500,3000,2000,1,135306,136920,2019,1,,2021-03-14 14:20:15
14400,0,0,0,0,0,1,134907,136371,2019,1,,2021-03-14 14:20:15
82450,0,11160,0,73453,0,1,133983,135547,2019,1,,2021-03-14 14:20:15
0,0,0,55000,48000,0,1,134171,135799,2019,1,,2021-03-14 14:20:15
0,0,0,0,27650,0,1,133590,135166,2019,1,,2021-03-14 14:20:15
0,0,0,28800,0,0,1,134481,136120,2019,1,,2021-03-14 14:20:15
0,0,18000,0,0,32400,1,134492,136128,2019,1,,2021-03-14 14:20:15
0,0,0,24000,0,0,1,135174,136819,2019,1,,2021-03-14 14:20:15
14400,0,0,0,0,0,1,135199,136844,2019,1,,2021-03-14 14:20:15
0,0,3000,0,3000,0,1,135943,137554,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,42000,1,135448,137070,2019,1,,2021-03-14 14:20:15
0,0,0,0,37800,0,1,135597,137218,2019,1,,2021-03-14 14:20:15
36000,0,0,59400,0,0,1,135649,137267,2019,1,,2021-03-14 14:20:15
0,0,0,26400,0,0,1,135699,137236,2019,1,,2021-03-14 14:20:15
9600,0,0,0,4800,0,1,135588,137207,2019,1,,2021-03-14 14:20:15
0,0,0,0,25200,0,1,133036,134526,2019,1,,2021-03-14 14:20:15
0,0,61450,0,0,0,1,133057,134547,2019,1,,2021-03-14 14:20:15
0,0,60000,0,0,0,1,133128,134553,2019,1,,2021-03-14 14:20:15
0,0,0,0,30000,0,1,133134,134636,2019,1,,2021-03-14 14:20:15
0,0,0,0,24000,0,1,133137,134641,2019,1,,2021-03-14 14:20:15
0,0,0,0,30000,0,1,133141,134643,2019,1,,2021-03-14 14:20:15
150,0,41873,0,0,0,1,132608,134035,2019,1,,2021-03-14 14:20:15
41000,0,0,0,392000,11400,1,132646,134058,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,51480,1,132418,133809,2019,1,,2021-03-14 14:20:15
0,0,0,112696,0,0,1,132580,134001,2019,1,,2021-03-14 14:20:15
0,0,0,70294,0,0,1,132686,133942,2019,1,,2021-03-14 14:20:15
0,0,47540,0,34560,0,1,133182,134182,2019,1,,2021-03-14 14:20:15
0,0,0,18443.17,0,10500,1,132941,133762,2019,1,,2021-03-14 14:20:15
485958,0,6510,0,23137,0,1,132423,133816,2019,1,,2021-03-14 14:20:15
0,0,0,23454.84,0,78000,1,132455,133835,2019,1,,2021-03-14 14:20:15
288000,0,21166,0,0,35100,1,132434,133833,2019,1,,2021-03-14 14:20:15
0,0,0,97300,0,0,1,132709,134098,2019,1,,2021-03-14 14:20:15
0,91687,0,0,0,0,1,132463,133743,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,132688,134118,2019,2,,2021-03-14 14:20:15
0,0,161980,0,0,0,1,132612,133754,2019,1,,2021-03-14 14:20:15
0,0,0,0,0,0,1,132593,133963,,2,,2021-03-14 14:20:15
0,0,0,0,4630.22,0,1,132533,133943,2019,1,,2021-03-14 14:20:15
0,0,0,0,30000,0,1,132544,133829,2019,1,,2021-03-14 14:20:15
0,0,0,70000,0,0,1,132661,134083,2019,1,,2021-03-14 14:20:15
15600,0,0,0,16802,0,1,132624,134039,2019,1,,2021-03-14 14:20:15
45000,0,0,0,0,0,1,132733,134090,2019,1,,2021-03-14 14:20:15
